Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Salthill,Age 10,Females,Number, 346 
Population,2011,Salthill,Age 11,Males,Number, 378 
Population,2011,Salthill,Age 11,Females,Number, 315 
Population,2011,Salthill,Age 12,Males,Number, 370 
Population,2011,Salthill,Age 12,Females,Number, 364 
Population,2011,Salthill,Age 13,Males,Number, 342 
Population,2011,Salthill,Age 13,Females,Number, 347 
Population,2011,Salthill,Age 14,Males,Number, 365 
Population,2011,Salthill,Age 14,Females,Number, 329 
Population,2011,Salthill,Age 15,Males,Number, 354 
Population,2011,Salthill,Age 15,Females,Number, 334 
Population,2011,Salthill,Age 16,Males,Number, 319 
Population,2011,Salthill,Age 16,Females,Number, 330 
Population,2011,Salthill,Age 17,Males,Number, 332 
Population,2011,Salthill,Age 17,Females,Number, 312 
Population,2011,Salthill,Age 18,Males,Number, 338 
Population,2011,Salthill,Age 18,Females,Number, 345 
Population,2011,Salthill,Age 19,Males,Number, 333 
Population,2011,Salthill,Age 19,Females,Number, 375 
Population,2011,Salthill,Age 20-24,Males,Number," 1,497 "
Population,2011,Salthill,Age 20-24,Females,Number," 1,593 "
Population,2011,Salthill,Age 25-29,Males,Number," 1,762 "
Population,2011,Salthill,Age 25-29,Females,Number," 2,095 "
Population,2011,Salthill,Age 30-34,Males,Number," 2,168 "
Population,2011,Salthill,Age 30-34,Females,Number," 2,397 "
Population,2011,Salthill,Age 35-39,Males,Number," 2,061 "
Population,2011,Salthill,Age 35-39,Females,Number," 2,362 "
Population,2011,Salthill,Age 40-44,Males,Number," 1,852 "
Population,2011,Salthill,Age 40-44,Females,Number," 2,077 "
Population,2011,Salthill,Age 45-49,Males,Number," 1,767 "
Population,2011,Salthill,Age 45-49,Females,Number," 1,895 "
Population,2011,Salthill,Age 50-54,Males,Number," 1,625 "
Population,2011,Salthill,Age 50-54,Females,Number," 1,659 "
Population,2011,Salthill,Age 55-59,Males,Number," 1,410 "
Population,2011,Salthill,Age 55-59,Females,Number," 1,392 "
Population,2011,Salthill,Age 60-64,Males,Number," 1,200 "
Population,2011,Salthill,Age 60-64,Females,Number," 1,234 "
Population,2011,Salthill,Age 65-69,Males,Number, 957 
Population,2011,Salthill,Age 65-69,Females,Number, 946 
Population,2011,Salthill,Age 70-74,Males,Number, 672 
Population,2011,Salthill,Age 70-74,Females,Number, 670 
Population,2011,Salthill,Age 75-79,Males,Number, 461 
Population,2011,Salthill,Age 75-79,Females,Number, 522 
Population,2011,Salthill,Age 80-84,Males,Number, 283 
Population,2011,Salthill,Age 80-84,Females,Number, 428 
Population,2011,Salthill,Age 85 and over,Males,Number, 171 
Population,2011,Salthill,Age 85 and over,Females,Number, 399 
Population,2011,Roscommon,Age 0,Males,Number, 190 
Population,2011,Roscommon,Age 0,Females,Number, 162 
Population,2011,Roscommon,Age 1,Males,Number, 189 
Population,2011,Roscommon,Age 1,Females,Number, 203 
Population,2011,Roscommon,Age 2,Males,Number, 207 
Population,2011,Roscommon,Age 2,Females,Number, 162 
Population,2011,Roscommon,Age 3,Males,Number, 202 
Population,2011,Roscommon,Age 3,Females,Number, 172 
Population,2011,Roscommon,Age 4,Males,Number, 167 
Population,2011,Roscommon,Age 4,Females,Number, 194 
Population,2011,Roscommon,Age 5,Males,Number, 179 
Population,2011,Roscommon,Age 5,Females,Number, 189 
Population,2011,Roscommon,Age 6,Males,Number, 198 
Population,2011,Roscommon,Age 6,Females,Number, 167 
Population,2011,Roscommon,Age 7,Males,Number, 186 
Population,2011,Roscommon,Age 7,Females,Number, 191 
Population,2011,Roscommon,Age 8,Males,Number, 191 
Population,2011,Roscommon,Age 8,Females,Number, 171 
Population,2011,Roscommon,Age 9,Males,Number, 213 
Population,2011,Roscommon,Age 9,Females,Number, 176 
Population,2011,Roscommon,Age 10,Males,Number, 172 
Population,2011,Roscommon,Age 10,Females,Number, 199 
Population,2011,Roscommon,Age 11,Males,Number, 178 
Population,2011,Roscommon,Age 11,Females,Number, 171 
Population,2011,Roscommon,Age 12,Males,Number, 179 
Population,2011,Roscommon,Age 12,Females,Number, 192 
Population,2011,Roscommon,Age 13,Males,Number, 178 
Population,2011,Roscommon,Age 13,Females,Number, 177 
Population,2011,Roscommon,Age 14,Males,Number, 147 
Population,2011,Roscommon,Age 14,Females,Number, 174 
Population,2011,Roscommon,Age 15,Males,Number, 184 
Population,2011,Roscommon,Age 15,Females,Number, 160 
Population,2011,Roscommon,Age 16,Males,Number, 174 
Population,2011,Roscommon,Age 16,Females,Number, 162 
Population,2011,Roscommon,Age 17,Males,Number, 163 
Population,2011,Roscommon,Age 17,Females,Number, 160 
Population,2011,Roscommon,Age 18,Males,Number, 130 
Population,2011,Roscommon,Age 18,Females,Number, 138 
Population,2011,Roscommon,Age 19,Males,Number, 121 
Population,2011,Roscommon,Age 19,Females,Number, 102 
Population,2011,Roscommon,Age 20-24,Males,Number, 600 
Population,2011,Roscommon,Age 20-24,Females,Number, 582 
Population,2011,Roscommon,Age 25-29,Males,Number, 727 
Population,2011,Roscommon,Age 25-29,Females,Number, 758 
Population,2011,Roscommon,Age 30-34,Males,Number, 847 
Population,2011,Roscommon,Age 30-34,Females,Number, 841 
Population,2011,Roscommon,Age 35-39,Males,Number, 894 
Population,2011,Roscommon,Age 35-39,Females,Number, 951 
Population,2011,Roscommon,Age 40-44,Males,Number, 978 
Population,2011,Roscommon,Age 40-44,Females,Number, 870 
Population,2011,Roscommon,Age 45-49,Males,Number, 896 
Population,2011,Roscommon,Age 45-49,Females,Number, 834 
Population,2011,Roscommon,Age 50-54,Males,Number, 822 
Population,2011,Roscommon,Age 50-54,Females,Number, 769 
Population,2011,Roscommon,Age 55-59,Males,Number, 715 
Population,2011,Roscommon,Age 55-59,Females,Number, 663 
Population,2011,Roscommon,Age 60-64,Males,Number, 568 
Population,2011,Roscommon,Age 60-64,Females,Number, 595 
Population,2011,Roscommon,Age 65-69,Males,Number, 497 
Population,2011,Roscommon,Age 65-69,Females,Number, 509 
Population,2011,Roscommon,Age 70-74,Males,Number, 397 
Population,2011,Roscommon,Age 70-74,Females,Number, 366 
Population,2011,Roscommon,Age 75-79,Males,Number, 291 
Population,2011,Roscommon,Age 75-79,Females,Number, 363 
Population,2011,Roscommon,Age 80-84,Males,Number, 228 
Population,2011,Roscommon,Age 80-84,Females,Number, 299 
Population,2011,Roscommon,Age 85 and over,Males,Number, 133 
Population,2011,Roscommon,Age 85 and over,Females,Number, 305 
Population,2011,Ballinasloe,Age 0,Males,Number, 175 
Population,2011,Ballinasloe,Age 0,Females,Number, 189 
Population,2011,Ballinasloe,Age 1,Males,Number, 183 
Population,2011,Ballinasloe,Age 1,Females,Number, 186 
Population,2011,Ballinasloe,Age 2,Males,Number, 164 
Population,2011,Ballinasloe,Age 2,Females,Number, 161 
Population,2011,Ballinasloe,Age 3,Males,Number, 177 
Population,2011,Ballinasloe,Age 3,Females,Number, 185 
Population,2011,Ballinasloe,Age 4,Males,Number, 154 
Population,2011,Ballinasloe,Age 4,Females,Number, 149 
Population,2011,Ballinasloe,Age 5,Males,Number, 179 
Population,2011,Ballinasloe,Age 5,Females,Number, 164 
Population,2011,Ballinasloe,Age 6,Males,Number, 168 
Population,2011,Ballinasloe,Age 6,Females,Number, 169 
Population,2011,Ballinasloe,Age 7,Males,Number, 161 
Population,2011,Ballinasloe,Age 7,Females,Number, 164 
Population,2011,Ballinasloe,Age 8,Males,Number, 161 
Population,2011,Ballinasloe,Age 8,Females,Number, 164 
Population,2011,Ballinasloe,Age 9,Males,Number, 185 
Population,2011,Ballinasloe,Age 9,Females,Number, 157 
Population,2011,Ballinasloe,Age 10,Males,Number, 174 
Population,2011,Ballinasloe,Age 10,Females,Number, 156 
Population,2011,Ballinasloe,Age 11,Males,Number, 199 
Population,2011,Ballinasloe,Age 11,Females,Number, 174 
Population,2011,Ballinasloe,Age 12,Males,Number, 185 
Population,2011,Ballinasloe,Age 12,Females,Number, 167 
Population,2011,Ballinasloe,Age 13,Males,Number, 184 
Population,2011,Ballinasloe,Age 13,Females,Number, 162 
Population,2011,Ballinasloe,Age 14,Males,Number, 177 
Population,2011,Ballinasloe,Age 14,Females,Number, 161 
Population,2011,Ballinasloe,Age 15,Males,Number, 188 
Population,2011,Ballinasloe,Age 15,Females,Number, 186 
Population,2011,Ballinasloe,Age 16,Males,Number, 168 
Population,2011,Ballinasloe,Age 16,Females,Number, 154 
Population,2011,Ballinasloe,Age 17,Males,Number, 174 
Population,2011,Ballinasloe,Age 17,Females,Number, 165 
Population,2011,Ballinasloe,Age 18,Males,Number, 170 
Population,2011,Ballinasloe,Age 18,Females,Number, 153 
Population,2011,Ballinasloe,Age 19,Males,Number, 137 
Population,2011,Ballinasloe,Age 19,Females,Number, 122 
Population,2011,Ballinasloe,Age 20-24,Males,Number, 669 
Population,2011,Ballinasloe,Age 20-24,Females,Number, 671 
Population,2011,Ballinasloe,Age 25-29,Males,Number, 777 
Population,2011,Ballinasloe,Age 25-29,Females,Number, 763 
Population,2011,Ballinasloe,Age 30-34,Males,Number, 876 
Population,2011,Ballinasloe,Age 30-34,Females,Number, 792 
Population,2011,Ballinasloe,Age 35-39,Males,Number, 768 
Population,2011,Ballinasloe,Age 35-39,Females,Number, 792 
Population,2011,Ballinasloe,Age 40-44,Males,Number, 819 
Population,2011,Ballinasloe,Age 40-44,Females,Number, 786 
Population,2011,Ballinasloe,Age 45-49,Males,Number, 846 
Population,2011,Ballinasloe,Age 45-49,Females,Number, 801 
Population,2011,Ballinasloe,Age 50-54,Males,Number, 804 
Population,2011,Ballinasloe,Age 50-54,Females,Number, 766 
Population,2011,Ballinasloe,Age 55-59,Males,Number, 727 
Population,2011,Ballinasloe,Age 55-59,Females,Number, 711 
Population,2011,Ballinasloe,Age 60-64,Males,Number, 689 
Population,2011,Ballinasloe,Age 60-64,Females,Number, 665 
Population,2011,Ballinasloe,Age 65-69,Males,Number, 545 
Population,2011,Ballinasloe,Age 65-69,Females,Number, 469 
Population,2011,Ballinasloe,Age 70-74,Males,Number, 432 
Population,2011,Ballinasloe,Age 70-74,Females,Number, 399 
Population,2011,Ballinasloe,Age 75-79,Males,Number, 347 
Population,2011,Ballinasloe,Age 75-79,Females,Number, 400 
Population,2011,Ballinasloe,Age 80-84,Males,Number, 252 
Population,2011,Ballinasloe,Age 80-84,Females,Number, 322 
Population,2011,Ballinasloe,Age 85 and over,Males,Number, 177 
Population,2011,Ballinasloe,Age 85 and over,Females,Number, 375 
Population,2011,Castlerea,Age 0,Males,Number, 217 
Population,2011,Castlerea,Age 0,Females,Number, 221 
Population,2011,Castlerea,Age 1,Males,Number, 200 
Population,2011,Castlerea,Age 1,Females,Number, 209 
Population,2011,Castlerea,Age 2,Males,Number, 225 
Population,2011,Castlerea,Age 2,Females,Number, 203 
Population,2011,Castlerea,Age 3,Males,Number, 207 
Population,2011,Castlerea,Age 3,Females,Number, 209 
Population,2011,Castlerea,Age 4,Males,Number, 225 
Population,2011,Castlerea,Age 4,Females,Number, 206 
Population,2011,Castlerea,Age 5,Males,Number, 227 
Population,2011,Castlerea,Age 5,Females,Number, 228 
Population,2011,Castlerea,Age 6,Males,Number, 179 
Population,2011,Castlerea,Age 6,Females,Number, 223 
Population,2011,Castlerea,Age 7,Males,Number, 218 
Population,2011,Castlerea,Age 7,Females,Number, 199 
Population,2011,Castlerea,Age 8,Males,Number, 206 
Population,2011,Castlerea,Age 8,Females,Number, 213 
Population,2011,Castlerea,Age 9,Males,Number, 218 
Population,2011,Castlerea,Age 9,Females,Number, 194 
Population,2011,Castlerea,Age 10,Males,Number, 209 
Population,2011,Castlerea,Age 10,Females,Number, 204 
Population,2011,Castlerea,Age 11,Males,Number, 216 
Population,2011,Castlerea,Age 11,Females,Number, 197 
Population,2011,Castlerea,Age 12,Males,Number, 230 
Population,2011,Castlerea,Age 12,Females,Number, 217 
Population,2011,Castlerea,Age 13,Males,Number, 196 
Population,2011,Castlerea,Age 13,Females,Number, 229 
Population,2011,Castlerea,Age 14,Males,Number, 217 
Population,2011,Castlerea,Age 14,Females,Number, 226 
Population,2011,Castlerea,Age 15,Males,Number, 243 
Population,2011,Castlerea,Age 15,Females,Number, 188 
Population,2011,Castlerea,Age 16,Males,Number, 215 
Population,2011,Castlerea,Age 16,Females,Number, 230 
Population,2011,Castlerea,Age 17,Males,Number, 208 
Population,2011,Castlerea,Age 17,Females,Number, 209 
Population,2011,Castlerea,Age 18,Males,Number, 185 
Population,2011,Castlerea,Age 18,Females,Number, 170 
Population,2011,Castlerea,Age 19,Males,Number, 172 
Population,2011,Castlerea,Age 19,Females,Number, 141 
Population,2011,Castlerea,Age 20-24,Males,Number, 968 
Population,2011,Castlerea,Age 20-24,Females,Number, 795 
Population,2011,Castlerea,Age 25-29,Males,Number, 958 
Population,2011,Castlerea,Age 25-29,Females,Number, 916 
Population,2011,Castlerea,Age 30-34,Males,Number," 1,070 "
Population,2011,Castlerea,Age 30-34,Females,Number, 984 
Population,2011,Castlerea,Age 35-39,Males,Number," 1,116 "
Population,2011,Castlerea,Age 35-39,Females,Number," 1,000 "
Population,2011,Castlerea,Age 40-44,Males,Number," 1,172 "
Population,2011,Castlerea,Age 40-44,Females,Number," 1,094 "
Population,2011,Castlerea,Age 45-49,Males,Number," 1,172 "
Population,2011,Castlerea,Age 45-49,Females,Number," 1,103 "
Population,2011,Castlerea,Age 50-54,Males,Number," 1,180 "
Population,2011,Castlerea,Age 50-54,Females,Number," 1,129 "
Population,2011,Castlerea,Age 55-59,Males,Number," 1,234 "
Population,2011,Castlerea,Age 55-59,Females,Number," 1,115 "
Population,2011,Castlerea,Age 60-64,Males,Number," 1,058 "
Population,2011,Castlerea,Age 60-64,Females,Number, 995 
Population,2011,Castlerea,Age 65-69,Males,Number, 900 
Population,2011,Castlerea,Age 65-69,Females,Number, 749 
Population,2011,Castlerea,Age 70-74,Males,Number, 661 
Population,2011,Castlerea,Age 70-74,Females,Number, 610 
Population,2011,Castlerea,Age 75-79,Males,Number, 534 
Population,2011,Castlerea,Age 75-79,Females,Number, 538 
Population,2011,Castlerea,Age 80-84,Males,Number, 358 
Population,2011,Castlerea,Age 80-84,Females,Number, 468 
Population,2011,Castlerea,Age 85 and over,Males,Number, 241 
Population,2011,Castlerea,Age 85 and over,Females,Number, 444 
Population,2011,Tuam,Age 0,Males,Number, 279 
Population,2011,Tuam,Age 0,Females,Number, 284 
Population,2011,Tuam,Age 1,Males,Number, 315 
Population,2011,Tuam,Age 1,Females,Number, 292 
Population,2011,Tuam,Age 2,Males,Number, 306 
Population,2011,Tuam,Age 2,Females,Number, 306 
Population,2011,Tuam,Age 3,Males,Number, 308 
Population,2011,Tuam,Age 3,Females,Number, 297 
Population,2011,Tuam,Age 4,Males,Number, 276 
Population,2011,Tuam,Age 4,Females,Number, 252 
Population,2011,Tuam,Age 5,Males,Number, 296 
Population,2011,Tuam,Age 5,Females,Number, 281 
Population,2011,Tuam,Age 6,Males,Number, 297 
Population,2011,Tuam,Age 6,Females,Number, 297 
Population,2011,Tuam,Age 7,Males,Number, 285 
Population,2011,Tuam,Age 7,Females,Number, 269 
Population,2011,Tuam,Age 8,Males,Number, 268 
Population,2011,Tuam,Age 8,Females,Number, 254 
Population,2011,Tuam,Age 9,Males,Number, 262 
Population,2011,Tuam,Age 9,Females,Number, 271 
Population,2011,Tuam,Age 10,Males,Number, 243 
Population,2011,Tuam,Age 10,Females,Number, 258 
Population,2011,Tuam,Age 11,Males,Number, 243 
Population,2011,Tuam,Age 11,Females,Number, 247 
Population,2011,Tuam,Age 12,Males,Number, 257 
Population,2011,Tuam,Age 12,Females,Number, 233 
Population,2011,Tuam,Age 13,Males,Number, 277 
Population,2011,Tuam,Age 13,Females,Number, 252 
Population,2011,Tuam,Age 14,Males,Number, 232 
Population,2011,Tuam,Age 14,Females,Number, 235 
Population,2011,Tuam,Age 15,Males,Number, 235 
Population,2011,Tuam,Age 15,Females,Number, 234 
Population,2011,Tuam,Age 16,Males,Number, 238 
Population,2011,Tuam,Age 16,Females,Number, 229 
Population,2011,Tuam,Age 17,Males,Number, 228 
Population,2011,Tuam,Age 17,Females,Number, 233 
Population,2011,Tuam,Age 18,Males,Number, 239 
Population,2011,Tuam,Age 18,Females,Number, 197 
Population,2011,Tuam,Age 19,Males,Number, 178 
Population,2011,Tuam,Age 19,Females,Number, 211 
Population,2011,Tuam,Age 20-24,Males,Number, 954 
Population,2011,Tuam,Age 20-24,Females,Number, 849 
Population,2011,Tuam,Age 25-29,Males,Number," 1,043 "
Population,2011,Tuam,Age 25-29,Females,Number," 1,099 "
Population,2011,Tuam,Age 30-34,Males,Number," 1,367 "
Population,2011,Tuam,Age 30-34,Females,Number," 1,390 "
Population,2011,Tuam,Age 35-39,Males,Number," 1,492 "
Population,2011,Tuam,Age 35-39,Females,Number," 1,488 "
Population,2011,Tuam,Age 40-44,Males,Number," 1,426 "
Population,2011,Tuam,Age 40-44,Females,Number," 1,299 "
Population,2011,Tuam,Age 45-49,Males,Number," 1,152 "
Population,2011,Tuam,Age 45-49,Females,Number," 1,127 "
Population,2011,Tuam,Age 50-54,Males,Number," 1,119 "
Population,2011,Tuam,Age 50-54,Females,Number," 1,092 "
Population,2011,Tuam,Age 55-59,Males,Number," 1,059 "
Population,2011,Tuam,Age 55-59,Females,Number," 1,015 "
Population,2011,Tuam,Age 60-64,Males,Number, 921 
Population,2011,Tuam,Age 60-64,Females,Number, 856 
Population,2011,Tuam,Age 65-69,Males,Number, 779 
Population,2011,Tuam,Age 65-69,Females,Number, 733 
Population,2011,Tuam,Age 70-74,Males,Number, 559 
Population,2011,Tuam,Age 70-74,Females,Number, 519 
Population,2011,Tuam,Age 75-79,Males,Number, 454 
Population,2011,Tuam,Age 75-79,Females,Number, 471 
Population,2011,Tuam,Age 80-84,Males,Number, 250 
Population,2011,Tuam,Age 80-84,Females,Number, 329 
Population,2011,Tuam,Age 85 and over,Males,Number, 168 
Population,2011,Tuam,Age 85 and over,Females,Number, 385 
Population,2011,Castlebar,Age 0,Males,Number, 221 
Population,2011,Castlebar,Age 0,Females,Number, 221 
Population,2011,Castlebar,Age 1,Males,Number, 216 
Population,2011,Castlebar,Age 1,Females,Number, 216 
Population,2011,Castlebar,Age 2,Males,Number, 214 
Population,2011,Castlebar,Age 2,Females,Number, 211 
Population,2011,Castlebar,Age 3,Males,Number, 198 
Population,2011,Castlebar,Age 3,Females,Number, 207 
Population,2011,Castlebar,Age 4,Males,Number, 193 
Population,2011,Castlebar,Age 4,Females,Number, 215 
Population,2011,Castlebar,Age 5,Males,Number, 237 
Population,2011,Castlebar,Age 5,Females,Number, 223 
Population,2011,Castlebar,Age 6,Males,Number, 198 
Population,2011,Castlebar,Age 6,Females,Number, 183 
Population,2011,Castlebar,Age 7,Males,Number, 223 
Population,2011,Castlebar,Age 7,Females,Number, 234 
Population,2011,Castlebar,Age 8,Males,Number, 206 
Population,2011,Castlebar,Age 8,Females,Number, 219 
Population,2011,Castlebar,Age 9,Males,Number, 186 
Population,2011,Castlebar,Age 9,Females,Number, 211 
Population,2011,Castlebar,Age 10,Males,Number, 201 
Population,2011,Castlebar,Age 10,Females,Number, 191 
Population,2011,Castlebar,Age 11,Males,Number, 204 
Population,2011,Castlebar,Age 11,Females,Number, 186 
Population,2011,Castlebar,Age 12,Males,Number, 186 
Population,2011,Castlebar,Age 12,Females,Number, 185 
Population,2011,Castlebar,Age 13,Males,Number, 227 
Population,2011,Castlebar,Age 13,Females,Number, 169 
Population,2011,Castlebar,Age 14,Males,Number, 185 
Population,2011,Castlebar,Age 14,Females,Number, 197 
Population,2011,Castlebar,Age 15,Males,Number, 213 
Population,2011,Castlebar,Age 15,Females,Number, 192 
Population,2011,Castlebar,Age 16,Males,Number, 211 
Population,2011,Castlebar,Age 16,Females,Number, 185 
Population,2011,Castlebar,Age 17,Males,Number, 197 
Population,2011,Castlebar,Age 17,Females,Number, 174 
Population,2011,Castlebar,Age 18,Males,Number, 192 
Population,2011,Castlebar,Age 18,Females,Number, 185 
Population,2011,Castlebar,Age 19,Males,Number, 148 
Population,2011,Castlebar,Age 19,Females,Number, 175 
Population,2011,Castlebar,Age 20-24,Males,Number, 845 
Population,2011,Castlebar,Age 20-24,Females,Number, 833 
Population,2011,Castlebar,Age 25-29,Males,Number, 936 
Population,2011,Castlebar,Age 25-29,Females,Number," 1,040 "
Population,2011,Castlebar,Age 30-34,Males,Number," 1,062 "
Population,2011,Castlebar,Age 30-34,Females,Number," 1,097 "
Population,2011,Castlebar,Age 35-39,Males,Number," 1,041 "
Population,2011,Castlebar,Age 35-39,Females,Number," 1,058 "
Population,2011,Castlebar,Age 40-44,Males,Number, 975 
Population,2011,Castlebar,Age 40-44,Females,Number," 1,008 "
Population,2011,Castlebar,Age 45-49,Males,Number, 991 
Population,2011,Castlebar,Age 45-49,Females,Number," 1,100 "
Population,2011,Castlebar,Age 50-54,Males,Number, 972 
Population,2011,Castlebar,Age 50-54,Females,Number, 986 
Population,2011,Castlebar,Age 55-59,Males,Number, 901 
Population,2011,Castlebar,Age 55-59,Females,Number, 899 
Population,2011,Castlebar,Age 60-64,Males,Number, 782 
Population,2011,Castlebar,Age 60-64,Females,Number, 711 
Population,2011,Castlebar,Age 65-69,Males,Number, 586 
Population,2011,Castlebar,Age 65-69,Females,Number, 560 
Population,2011,Castlebar,Age 70-74,Males,Number, 395 
Population,2011,Castlebar,Age 70-74,Females,Number, 434 
Population,2011,Castlebar,Age 75-79,Males,Number, 309 
Population,2011,Castlebar,Age 75-79,Females,Number, 320 
Population,2011,Castlebar,Age 80-84,Males,Number, 210 
Population,2011,Castlebar,Age 80-84,Females,Number, 292 
Population,2011,Castlebar,Age 85 and over,Males,Number, 135 
Population,2011,Castlebar,Age 85 and over,Females,Number, 320 
Population,2011,Ballina,Age 0,Males,Number, 240 
Population,2011,Ballina,Age 0,Females,Number, 224 
Population,2011,Ballina,Age 1,Males,Number, 220 
Population,2011,Ballina,Age 1,Females,Number, 199 
Population,2011,Ballina,Age 2,Males,Number, 245 
Population,2011,Ballina,Age 2,Females,Number, 189 
Population,2011,Ballina,Age 3,Males,Number, 241 
Population,2011,Ballina,Age 3,Females,Number, 246 
Population,2011,Ballina,Age 4,Males,Number, 214 
Population,2011,Ballina,Age 4,Females,Number, 190 
Population,2011,Ballina,Age 5,Males,Number, 223 
Population,2011,Ballina,Age 5,Females,Number, 202 
Population,2011,Ballina,Age 6,Males,Number, 229 
Population,2011,Ballina,Age 6,Females,Number, 204 
Population,2011,Ballina,Age 7,Males,Number, 222 
Population,2011,Ballina,Age 7,Females,Number, 215 
Population,2011,Ballina,Age 8,Males,Number, 196 
Population,2011,Ballina,Age 8,Females,Number, 212 
Population,2011,Ballina,Age 9,Males,Number, 228 
Population,2011,Ballina,Age 9,Females,Number, 208 
Population,2011,Ballina,Age 10,Males,Number, 192 
Population,2011,Ballina,Age 10,Females,Number, 190 
Population,2011,Ballina,Age 11,Males,Number, 215 
Population,2011,Ballina,Age 11,Females,Number, 233 
Population,2011,Ballina,Age 12,Males,Number, 206 
Population,2011,Ballina,Age 12,Females,Number, 215 
Population,2011,Ballina,Age 13,Males,Number, 200 
Population,2011,Ballina,Age 13,Females,Number, 213 
Population,2011,Ballina,Age 14,Males,Number, 224 
Population,2011,Ballina,Age 14,Females,Number, 197 
Population,2011,Ballina,Age 15,Males,Number, 214 
Population,2011,Ballina,Age 15,Females,Number, 198 
Population,2011,Ballina,Age 16,Males,Number, 188 
Population,2011,Ballina,Age 16,Females,Number, 192 
Population,2011,Ballina,Age 17,Males,Number, 213 
Population,2011,Ballina,Age 17,Females,Number, 183 
Population,2011,Ballina,Age 18,Males,Number, 200 
Population,2011,Ballina,Age 18,Females,Number, 181 
Population,2011,Ballina,Age 19,Males,Number, 167 
Population,2011,Ballina,Age 19,Females,Number, 157 
Population,2011,Ballina,Age 20-24,Males,Number, 767 
Population,2011,Ballina,Age 20-24,Females,Number, 762 
Population,2011,Ballina,Age 25-29,Males,Number, 933 
Population,2011,Ballina,Age 25-29,Females,Number, 912 
Population,2011,Ballina,Age 30-34,Males,Number, 953 
Population,2011,Ballina,Age 30-34,Females,Number, 958 
Population,2011,Ballina,Age 35-39,Males,Number," 1,031 "
Population,2011,Ballina,Age 35-39,Females,Number," 1,054 "
Population,2011,Ballina,Age 40-44,Males,Number," 1,030 "
Population,2011,Ballina,Age 40-44,Females,Number," 1,029 "
Population,2011,Ballina,Age 45-49,Males,Number, 967 
Population,2011,Ballina,Age 45-49,Females,Number, 974 
Population,2011,Ballina,Age 50-54,Males,Number," 1,027 "
Population,2011,Ballina,Age 50-54,Females,Number," 1,002 "
Population,2011,Ballina,Age 55-59,Males,Number, 913 
Population,2011,Ballina,Age 55-59,Females,Number, 872 
Population,2011,Ballina,Age 60-64,Males,Number, 939 
Population,2011,Ballina,Age 60-64,Females,Number, 855 
Population,2011,Ballina,Age 65-69,Males,Number, 717 
Population,2011,Ballina,Age 65-69,Females,Number, 649 
Population,2011,Ballina,Age 70-74,Males,Number, 525 
Population,2011,Ballina,Age 70-74,Females,Number, 504 
Population,2011,Ballina,Age 75-79,Males,Number, 363 
Population,2011,Ballina,Age 75-79,Females,Number, 423 
Population,2011,Ballina,Age 80-84,Males,Number, 226 
Population,2011,Ballina,Age 80-84,Females,Number, 314 
Population,2011,Ballina,Age 85 and over,Males,Number, 159 
Population,2011,Ballina,Age 85 and over,Females,Number, 346 
Population,2011,Belmullet,Age 0,Males,Number, 42 
Population,2011,Belmullet,Age 0,Females,Number, 34 
Population,2011,Belmullet,Age 1,Males,Number, 43 
Population,2011,Belmullet,Age 1,Females,Number, 63 
Population,2011,Belmullet,Age 2,Males,Number, 54 
Population,2011,Belmullet,Age 2,Females,Number, 51 
Population,2011,Belmullet,Age 3,Males,Number, 64 
Population,2011,Belmullet,Age 3,Females,Number, 60 
Population,2011,Belmullet,Age 4,Males,Number, 60 
Population,2011,Belmullet,Age 4,Females,Number, 48 
Population,2011,Belmullet,Age 5,Males,Number, 55 
Population,2011,Belmullet,Age 5,Females,Number, 44 
Population,2011,Belmullet,Age 6,Males,Number, 69 
Population,2011,Belmullet,Age 6,Females,Number, 51 
Population,2011,Belmullet,Age 7,Males,Number, 60 
Population,2011,Belmullet,Age 7,Females,Number, 55 
Population,2011,Belmullet,Age 8,Males,Number, 55 
Population,2011,Belmullet,Age 8,Females,Number, 56 
Population,2011,Belmullet,Age 9,Males,Number, 54 
Population,2011,Belmullet,Age 9,Females,Number, 60 
Population,2011,Belmullet,Age 10,Males,Number, 61 
Population,2011,Belmullet,Age 10,Females,Number, 58 
Population,2011,Belmullet,Age 11,Males,Number, 61 
Population,2011,Belmullet,Age 11,Females,Number, 65 
Population,2011,Belmullet,Age 12,Males,Number, 62 
Population,2011,Belmullet,Age 12,Females,Number, 46 
Population,2011,Belmullet,Age 13,Males,Number, 79 
Population,2011,Belmullet,Age 13,Females,Number, 52 
Population,2011,Belmullet,Age 14,Males,Number, 79 
Population,2011,Belmullet,Age 14,Females,Number, 62 
Population,2011,Belmullet,Age 15,Males,Number, 75 
Population,2011,Belmullet,Age 15,Females,Number, 74 
Population,2011,Belmullet,Age 16,Males,Number, 58 
Population,2011,Belmullet,Age 16,Females,Number, 62 
Population,2011,Belmullet,Age 17,Males,Number, 69 
Population,2011,Belmullet,Age 17,Females,Number, 62 
Population,2011,Belmullet,Age 18,Males,Number, 56 
Population,2011,Belmullet,Age 18,Females,Number, 65 
Population,2011,Belmullet,Age 19,Males,Number, 61 
Population,2011,Belmullet,Age 19,Females,Number, 50 
Population,2011,Belmullet,Age 20-24,Males,Number, 243 
Population,2011,Belmullet,Age 20-24,Females,Number, 214 
