STATISTIC,Statistic Label,TLIST(A1),Census Year,C04167V04938,Electoral Divisions,UNIT, VALUE 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d57-13a3-e055-000000000001,"Dún Laoghaire-Salthill, Dún Laoghaire-Rathdown",%, 14.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d58-13a3-e055-000000000001,"Dún Laoghaire-Sandycove, Dún Laoghaire-Rathdown",%, 14.60 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d59-13a3-e055-000000000001,"Dún Laoghaire-West Central, Dún Laoghaire-Rathdown",%, 11.50 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d79-13a3-e055-000000000001,"Foxrock-Beechpark, Dún Laoghaire-Rathdown",%, 21.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d7a-13a3-e055-000000000001,"Foxrock-Carrickmines, Dún Laoghaire-Rathdown",%, 17.20 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d7b-13a3-e055-000000000001,"Foxrock-Deansgrange, Dún Laoghaire-Rathdown",%, 17.20 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d7c-13a3-e055-000000000001,"Foxrock-Torquay, Dún Laoghaire-Rathdown",%, 16.60 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1d7e-13a3-e055-000000000001,"Glencullen, Dún Laoghaire-Rathdown",%, 9.90 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1db0-13a3-e055-000000000001,"Killiney North, Dún Laoghaire-Rathdown",%, 14.90 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1db1-13a3-e055-000000000001,"Killiney South, Dún Laoghaire-Rathdown",%, 9.00 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1e17-13a3-e055-000000000001,"Shankill-Rathmichael, Dún Laoghaire-Rathdown",%, 12.60 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,94b26e15-6ed2-44c2-a0b0-207c369a2da8,"Shankill-Rathsallagh, Dún Laoghaire-Rathdown",%, 11.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1e19-13a3-e055-000000000001,"Shankill-Shanganagh, Dún Laoghaire-Rathdown",%, 13.50 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca0-13a3-e055-000000000001,"Stillorgan-Deerpark, Dún Laoghaire-Rathdown",%, 22.10 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca1-13a3-e055-000000000001,"Stillorgan-Kilmacud, Dún Laoghaire-Rathdown",%, 18.20 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca2-13a3-e055-000000000001,"Stillorgan-Leopardstown, Dún Laoghaire-Rathdown",%, 17.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca3-13a3-e055-000000000001,"Stillorgan-Merville, Dún Laoghaire-Rathdown",%, 15.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca4-13a3-e055-000000000001,"Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown",%, 18.10 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ca5-13a3-e055-000000000001,"Stillorgan-Priory, Dún Laoghaire-Rathdown",%, 17.30 
F1008C06,Percentage of those in county Dublin with a birthplace elsewhere in Ireland(Republic),2022,2022,2ae19629-1ce9-13a3-e055-000000000001,"Tibradden, Dún Laoghaire-Rathdown",%, 17.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1ceb-13a3-e055-000000000001,"Arran Quay A, Dublin City",%, 40.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1cec-13a3-e055-000000000001,"Arran Quay B, Dublin City",%, 55.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1ced-13a3-e055-000000000001,"Arran Quay C, Dublin City",%, 55.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1cee-13a3-e055-000000000001,"Arran Quay D, Dublin City",%, 34.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1cef-13a3-e055-000000000001,"Arran Quay E, Dublin City",%, 26.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1cf0-13a3-e055-000000000001,"Ashtown A, Dublin City",%, 28.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d03-13a3-e055-000000000001,"Ashtown B, Dublin City",%, 16.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d04-13a3-e055-000000000001,"Ayrfield, Dublin City",%, 13.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d05-13a3-e055-000000000001,"Ballybough A, Dublin City",%, 30.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d06-13a3-e055-000000000001,"Ballybough B, Dublin City",%, 52.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d08-13a3-e055-000000000001,"Ballygall A, Dublin City",%, 22.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d09-13a3-e055-000000000001,"Ballygall B, Dublin City",%, 10.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d07-13a3-e055-000000000001,"Ballygall C, Dublin City",%, 11.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0a-13a3-e055-000000000001,"Ballygall D, Dublin City",%, 13.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0b-13a3-e055-000000000001,"Ballymun A, Dublin City",%, 28.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0c-13a3-e055-000000000001,"Ballymun B, Dublin City",%, 15.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0d-13a3-e055-000000000001,"Ballymun C, Dublin City",%, 17.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0e-13a3-e055-000000000001,"Ballymun D, Dublin City",%, 19.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d0f-13a3-e055-000000000001,"Ballymun E, Dublin City",%, 14.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d10-13a3-e055-000000000001,"Ballymun F, Dublin City",%, 10.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d11-13a3-e055-000000000001,"Beaumont A, Dublin City",%, 15.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d12-13a3-e055-000000000001,"Beaumont B, Dublin City",%, 19.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d21-13a3-e055-000000000001,"Beaumont C, Dublin City",%, 18.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d22-13a3-e055-000000000001,"Beaumont D, Dublin City",%, 15.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d23-13a3-e055-000000000001,"Beaumont E, Dublin City",%, 12.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d24-13a3-e055-000000000001,"Beaumont F, Dublin City",%, 17.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d25-13a3-e055-000000000001,"Botanic A, Dublin City",%, 22.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d26-13a3-e055-000000000001,"Botanic B, Dublin City",%, 25.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d27-13a3-e055-000000000001,"Botanic C, Dublin City",%, 29.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d28-13a3-e055-000000000001,"Cabra East A, Dublin City",%, 33.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d29-13a3-e055-000000000001,"Cabra East B, Dublin City",%, 18.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2a-13a3-e055-000000000001,"Cabra East C, Dublin City",%, 35.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2b-13a3-e055-000000000001,"Cabra West A, Dublin City",%, 7.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2c-13a3-e055-000000000001,"Cabra West B, Dublin City",%, 15.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2d-13a3-e055-000000000001,"Cabra West C, Dublin City",%, 17.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2e-13a3-e055-000000000001,"Cabra West D, Dublin City",%, 23.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d31-13a3-e055-000000000001,"Carna, Dublin City",%, 6.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d2f-13a3-e055-000000000001,"Chapelizod, Dublin City",%, 24.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d30-13a3-e055-000000000001,"Cherry Orchard A, Dublin City",%, 16.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d42-13a3-e055-000000000001,"Cherry Orchard C, Dublin City",%, 21.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d43-13a3-e055-000000000001,"Clontarf East A, Dublin City",%, 13.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d44-13a3-e055-000000000001,"Clontarf East B, Dublin City",%, 18.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d45-13a3-e055-000000000001,"Clontarf East C, Dublin City",%, 16.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d46-13a3-e055-000000000001,"Clontarf East D, Dublin City",%, 15.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d47-13a3-e055-000000000001,"Clontarf East E, Dublin City",%, 12.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d48-13a3-e055-000000000001,"Clontarf West A, Dublin City",%, 18.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d49-13a3-e055-000000000001,"Clontarf West B, Dublin City",%, 14.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4a-13a3-e055-000000000001,"Clontarf West C, Dublin City",%, 28.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4b-13a3-e055-000000000001,"Clontarf West D, Dublin City",%, 33.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4c-13a3-e055-000000000001,"Clontarf West E, Dublin City",%, 14.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4d-13a3-e055-000000000001,"Crumlin A, Dublin City",%, 14.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4e-13a3-e055-000000000001,"Crumlin B, Dublin City",%, 15.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d4f-13a3-e055-000000000001,"Crumlin C, Dublin City",%, 17.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d50-13a3-e055-000000000001,"Crumlin D, Dublin City",%, 17.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d62-13a3-e055-000000000001,"Crumlin E, Dublin City",%, 14.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d63-13a3-e055-000000000001,"Crumlin F, Dublin City",%, 21.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d64-13a3-e055-000000000001,"Decies, Dublin City",%, 7.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d65-13a3-e055-000000000001,"Drumcondra South A, Dublin City",%, 30.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d66-13a3-e055-000000000001,"Drumcondra South B, Dublin City",%, 33.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d67-13a3-e055-000000000001,"Drumcondra South C, Dublin City",%, 20.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d68-13a3-e055-000000000001,"Drumfinn, Dublin City",%, 6.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d69-13a3-e055-000000000001,"Edenmore, Dublin City",%, 12.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6a-13a3-e055-000000000001,"Finglas North A, Dublin City",%, 9.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6b-13a3-e055-000000000001,"Finglas North B, Dublin City",%, 9.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6c-13a3-e055-000000000001,"Finglas North C, Dublin City",%, 14.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6d-13a3-e055-000000000001,"Finglas South A, Dublin City",%, 11.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6e-13a3-e055-000000000001,"Finglas South B, Dublin City",%, 19.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d6f-13a3-e055-000000000001,"Finglas South C, Dublin City",%, 6.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d70-13a3-e055-000000000001,"Finglas South D, Dublin City",%, 8.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d71-13a3-e055-000000000001,"Grace Park, Dublin City",%, 18.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d7f-13a3-e055-000000000001,"Grange A, Dublin City",%, 25.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d80-13a3-e055-000000000001,"Grange B, Dublin City",%, 34.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d81-13a3-e055-000000000001,"Grange C, Dublin City",%, 10.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d82-13a3-e055-000000000001,"Grange D, Dublin City",%, 13.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d83-13a3-e055-000000000001,"Grange E, Dublin City",%, 14.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d84-13a3-e055-000000000001,"Harmonstown A, Dublin City",%, 12.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d85-13a3-e055-000000000001,"Harmonstown B, Dublin City",%, 14.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d86-13a3-e055-000000000001,"Inchicore A, Dublin City",%, 26.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d87-13a3-e055-000000000001,"Inchicore B, Dublin City",%, 20.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d88-13a3-e055-000000000001,"Inns Quay A, Dublin City",%, 35.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d89-13a3-e055-000000000001,"Inns Quay B, Dublin City",%, 51.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d8a-13a3-e055-000000000001,"Inns Quay C, Dublin City",%, 47.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d8b-13a3-e055-000000000001,"Kilmainham A, Dublin City",%, 16.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d8c-13a3-e055-000000000001,"Kilmainham B, Dublin City",%, 35.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d8d-13a3-e055-000000000001,"Kilmainham C, Dublin City",%, 31.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d97-13a3-e055-000000000001,"Kilmore A, Dublin City",%, 20.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d98-13a3-e055-000000000001,"Kilmore B, Dublin City",%, 12.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d8e-13a3-e055-000000000001,"Kilmore C, Dublin City",%, 8.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d96-13a3-e055-000000000001,"Kilmore D, Dublin City",%, 11.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d99-13a3-e055-000000000001,"Kimmage A, Dublin City",%, 12.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9a-13a3-e055-000000000001,"Kimmage B, Dublin City",%, 13.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9b-13a3-e055-000000000001,"Kimmage C, Dublin City",%, 32.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9c-13a3-e055-000000000001,"Kimmage D, Dublin City",%, 17.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9d-13a3-e055-000000000001,"Kimmage E, Dublin City",%, 20.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9e-13a3-e055-000000000001,"Kylemore, Dublin City",%, 7.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1d9f-13a3-e055-000000000001,"Mansion House A, Dublin City",%, 40.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da0-13a3-e055-000000000001,"Mansion House B, Dublin City",%, 54.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da1-13a3-e055-000000000001,"Merchants Quay A, Dublin City",%, 42.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da2-13a3-e055-000000000001,"Merchants Quay B, Dublin City",%, 49.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da3-13a3-e055-000000000001,"Merchants Quay C, Dublin City",%, 47.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da4-13a3-e055-000000000001,"Merchants Quay D, Dublin City",%, 35.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da5-13a3-e055-000000000001,"Merchants Quay E, Dublin City",%, 49.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da6-13a3-e055-000000000001,"Merchants Quay F, Dublin City",%, 43.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da7-13a3-e055-000000000001,"Mountjoy A, Dublin City",%, 53.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1da8-13a3-e055-000000000001,"Mountjoy B, Dublin City",%, 65.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db2-13a3-e055-000000000001,"North City, Dublin City",%, 57.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db3-13a3-e055-000000000001,"North Dock A, Dublin City",%, 28.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db4-13a3-e055-000000000001,"North Dock B, Dublin City",%, 47.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db5-13a3-e055-000000000001,"North Dock C, Dublin City",%, 48.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db6-13a3-e055-000000000001,"Pembroke East A, Dublin City",%, 22.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db7-13a3-e055-000000000001,"Pembroke East B, Dublin City",%, 26.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db8-13a3-e055-000000000001,"Pembroke East C, Dublin City",%, 28.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1db9-13a3-e055-000000000001,"Pembroke East D, Dublin City",%, 34.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dba-13a3-e055-000000000001,"Pembroke East E, Dublin City",%, 38.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dbb-13a3-e055-000000000001,"Pembroke West A, Dublin City",%, 39.00 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dbc-13a3-e055-000000000001,"Pembroke West B, Dublin City",%, 41.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dbd-13a3-e055-000000000001,"Pembroke West C, Dublin City",%, 45.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dbe-13a3-e055-000000000001,"Phoenix Park, Dublin City",%, 39.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dcc-13a3-e055-000000000001,"Priorswood A, Dublin City",%, 10.50 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dcd-13a3-e055-000000000001,"Priorswood B, Dublin City",%, 9.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dca-13a3-e055-000000000001,"Priorswood C, Dublin City",%, 17.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dcb-13a3-e055-000000000001,"Priorswood D, Dublin City",%, 11.60 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dce-13a3-e055-000000000001,"Priorswood E, Dublin City",%, 9.70 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dcf-13a3-e055-000000000001,"Raheny-Foxfield, Dublin City",%, 10.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd0-13a3-e055-000000000001,"Raheny-Greendale, Dublin City",%, 16.40 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd1-13a3-e055-000000000001,"Raheny-St. Assam, Dublin City",%, 17.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd2-13a3-e055-000000000001,"Rathfarnham, Dublin City",%, 30.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd3-13a3-e055-000000000001,"Rathmines East A, Dublin City",%, 37.80 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd4-13a3-e055-000000000001,"Rathmines East B, Dublin City",%, 31.20 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd5-13a3-e055-000000000001,"Rathmines East C, Dublin City",%, 24.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd6-13a3-e055-000000000001,"Rathmines East D, Dublin City",%, 27.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd7-13a3-e055-000000000001,"Rathmines West A, Dublin City",%, 46.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1dd8-13a3-e055-000000000001,"Rathmines West B, Dublin City",%, 44.10 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1de6-13a3-e055-000000000001,"Rathmines West C, Dublin City",%, 37.90 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1de7-13a3-e055-000000000001,"Rathmines West D, Dublin City",%, 35.30 
F1008C07,Percentage of those in county Dublin with a birthplace outside of Ireland(Republic),2022,2022,2ae19629-1de8-13a3-e055-000000000001,"Rathmines West E, Dublin City",%, 32.40 
