Statistic Label,Electoral Division,Year,UNIT, VALUE ,Electoral Division Name,,,
Household median gross income,"017 Rockbarton, Galway City",2016,Euro,"59,005.00",ROCKBARTON,1,GALWAY,GALWAY
Household median gross income,"018 Paróiste San Nicoláis, Galway City",2016,Euro,"30,979.00",PARÓISTE SAN NICOLÁIS,1,GALWAY,GALWAY
Household median gross income,"019 Salthill, Galway City",2016,Euro,"46,976.00",SALTHILL,1,GALWAY,GALWAY
Household median gross income,"020 Shantalla, Galway City",2016,Euro,"32,700.00",SHANTALLA,1,GALWAY,GALWAY
Household median gross income,"021 Taylors Hill, Galway City",2016,Euro,"43,862.00",TAYLORS HILL,1,GALWAY,GALWAY
Household median gross income,"022 Wellpark, Galway City",2016,Euro,"33,810.00",WELLPARK,1,GALWAY,GALWAY
Household median gross income,"001 Ballinasloe Urban, Co. Galway",2016,Euro,"36,135.00",BALLINASLOE URBAN,1,CO. GALWAY,GALWAY
Household median gross income,"002 Abbeygormacan, Co. Galway",2016,Euro,"44,613.00",ABBEYGORMACAN,1,CO. GALWAY,GALWAY
Household median gross income,"003 Ahascragh, Co. Galway",2016,Euro,"40,767.00",AHASCRAGH,1,CO. GALWAY,GALWAY
Household median gross income,"004 Aughrim, Co. Galway",2016,Euro,"45,389.00",AUGHRIM,2,CO. GALWAY,GALWAY
Household median gross income,"005 Ballinasloe Rural, Co. Galway",2016,Euro,"51,930.00",BALLINASLOE RURAL,1,CO. GALWAY,GALWAY
Household median gross income,"006 Ballymacward, Co. Galway",2016,Euro,"36,297.00",BALLYMACWARD,1,CO. GALWAY,GALWAY
Household median gross income,"007 Clonfert, Co. Galway",2016,Euro,"47,771.00",CLONFERT,1,CO. GALWAY,GALWAY
Household median gross income,"008 Clontuskert, Co. Galway",2016,Euro,"34,332.00",CLONTUSKERT,1,CO. GALWAY,GALWAY
Household median gross income,"009 Kellysgrove, Co. Galway",2016,Euro,"50,032.00",KELLYSGROVE,1,CO. GALWAY,GALWAY
Household median gross income,"010 Kilconnell, Co. Galway",2016,Euro,"43,470.00",KILCONNELL,1,CO. GALWAY,GALWAY
Household median gross income,"011 Killaan, Co. Galway",2016,Euro,"45,349.00",KILLAAN,1,CO. GALWAY,GALWAY
Household median gross income,"012 Killallaghtan, Co. Galway",2016,Euro,"46,753.00",KILLALLAGHTAN,1,CO. GALWAY,GALWAY
Household median gross income,"013 Killoran, Co. Galway",2016,Euro,"38,503.00",KILLORAN,1,CO. GALWAY,GALWAY
Household median gross income,"014 Killure, Co. Galway",2016,Euro,"42,202.00",KILLURE,1,CO. GALWAY,GALWAY
Household median gross income,"015 Kilmacshane, Co. Galway",2016,Euro,"41,592.00",KILMACSHANE,1,CO. GALWAY,GALWAY
Household median gross income,"016 Kiltormer, Co. Galway",2016,Euro,"46,060.00",KILTORMER,1,CO. GALWAY,GALWAY
Household median gross income,"017 Kylemore, Co. Galway",2016,Euro,"42,310.00",KYLEMORE,1,CO. GALWAY,GALWAY
Household median gross income,"018 Laurencetown, Co. Galway",2016,Euro,"38,919.00",LAURENCETOWN,1,CO. GALWAY,GALWAY
Household median gross income,"019 Lismanny, Co. Galway",2016,Euro,"52,582.00",LISMANNY,1,CO. GALWAY,GALWAY
Household median gross income,"020 Oatfield, Co. Galway",2016,Euro,"47,606.00",OATFIELD,1,CO. GALWAY,GALWAY
Household median gross income,"021 Ballynakill, Co. Galway",2016,Euro,"31,024.00",BALLYNAKILL,3,CO. GALWAY,GALWAY
Household median gross income,"022 Binn an Choire, Co. Galway",2016,Euro,"25,412.00",BINN AN CHOIRE,1,CO. GALWAY,GALWAY
Household median gross income,"023 Bunowen, Co. Galway",2016,Euro,"23,709.00",BUNOWEN,1,CO. GALWAY,GALWAY
Household median gross income,"024 Cleggan, Co. Galway",2016,Euro,"34,103.00",CLEGGAN,1,CO. GALWAY,GALWAY
Household median gross income,"025 Clifden, Co. Galway",2016,Euro,"32,025.00",CLIFDEN,1,CO. GALWAY,GALWAY
Household median gross income,"026 Cushkillary, Co. Galway",2016,Euro,"33,762.00",CUSHKILLARY,1,CO. GALWAY,GALWAY
Household median gross income,999 Derrycunlagh / Derrylea,2016,Euro,"40,819.00",DERRYCUNLAGH / DERRYLEA,1,Co. Galway,Galway
Household median gross income,"029 Doonloughan, Co. Galway",2016,Euro,"22,293.00",DOONLOUGHAN,1,CO. GALWAY,GALWAY
Household median gross income,"030 Errislannan, Co. Galway",2016,Euro,"24,107.00",ERRISLANNAN,1,CO. GALWAY,GALWAY
Household median gross income,"031 An Uillinn, Co. Galway",2016,Euro,"37,600.00",AN UILLINN,1,CO. GALWAY,GALWAY
Household median gross income,"032 Inishbofin, Co. Galway",2016,Euro,"28,823.00",INISHBOFIN,1,CO. GALWAY,GALWAY
Household median gross income,"033 An Cnoc Buí, Co. Galway",2016,Euro,"28,440.00",AN CNOC BUÍ,1,CO. GALWAY,GALWAY
Household median gross income,"034 Maíros, Co. Galway",2016,Euro,"34,094.00",MAÍROS,1,CO. GALWAY,GALWAY
Household median gross income,"035 Abhainn Ghabhla, Co. Galway",2016,Euro,"27,203.00",ABHAINN GHABHLA,1,CO. GALWAY,GALWAY
Household median gross income,"036 Rinvyle, Co. Galway",2016,Euro,"30,337.00",RINVYLE,1,CO. GALWAY,GALWAY
Household median gross income,"037 Cloch na Rón, Co. Galway",2016,Euro,"26,522.00",CLOCH NA RÓN,1,CO. GALWAY,GALWAY
Household median gross income,"038 Sillerna, Co. Galway",2016,Euro,"24,435.00",SILLERNA,1,CO. GALWAY,GALWAY
Household median gross income,"039 Scainimh, Co. Galway",2016,Euro,"33,804.00",SCAINIMH,1,CO. GALWAY,GALWAY
Household median gross income,"040 Eanach Dhúin, Co. Galway",2016,Euro,"53,223.00",EANACH DHÚIN,1,CO. GALWAY,GALWAY
Household median gross income,"041 Aughrim, Co. Galway",2016,Euro,"56,682.00",AUGHRIM,2,CO. GALWAY,GALWAY
Household median gross income,"042 Baile an Teampaill (Part Rural), Co. Galway",2016,Euro,"58,709.00",BAILE AN TEAMPAILL (PART RURAL),1,CO. GALWAY,GALWAY
Household median gross income,"043 Ballynacourty, Co. Galway",2016,Euro,"59,343.00",BALLYNACOURTY,1,CO. GALWAY,GALWAY
Household median gross income,"044 Bearna (Part Rural), Co. Galway",2016,Euro,"72,813.00",BEARNA (PART RURAL),1,CO. GALWAY,GALWAY
Household median gross income,"045 Belleville, Co. Galway",2016,Euro,"54,413.00",BELLEVILLE,1,CO. GALWAY,GALWAY
Household median gross income,"046 An Carn Mór, Co. Galway",2016,Euro,"61,813.00",AN CARN MÓR,1,CO. GALWAY,GALWAY
Household median gross income,"047 Ceathrú an Bhrúnaigh (Part Rural), Co. Galway",2016,Euro,"48,604.00",CEATHRÚ AN BHRÚNAIGH (PART RURAL),1,CO. GALWAY,GALWAY
Household median gross income,"048 Baile Chláir, Co. Galway",2016,Euro,"57,775.00",BAILE CHLÁIR,1,CO. GALWAY,GALWAY
Household median gross income,"049 Clarinbridge, Co. Galway",2016,Euro,"64,969.00",CLARINBRIDGE,1,CO. GALWAY,GALWAY
Household median gross income,"050 Deerpark, Co. Galway",2016,Euro,"52,031.00",DEERPARK,1,CO. GALWAY,GALWAY
Household median gross income,"051 Na Forbacha, Co. Galway",2016,Euro,"50,101.00",NA FORBACHA,1,CO. GALWAY,GALWAY
Household median gross income,"052 Galway Rural (Part Rural), Co. Galway",2016,Euro,"78,602.00",GALWAY RURAL (PART RURAL),1,CO. GALWAY,GALWAY
Household median gross income,"053 Árainn, Co. Galway",2016,Euro,"28,036.00",ÁRAINN,1,CO. GALWAY,GALWAY
Household median gross income,"054 Cill Chuimin, Co. Galway",2016,Euro,"35,610.00",CILL CHUIMIN,1,CO. GALWAY,GALWAY
Household median gross income,"055 Cill Aithnín, Co. Galway",2016,Euro,"44,674.00",CILL AITHNÍN,1,CO. GALWAY,GALWAY
Household median gross income,"056 Leacach Beag, Co. Galway",2016,Euro,"60,924.00",LEACACH BEAG,1,CO. GALWAY,GALWAY
Household median gross income,"057 Liscananaun, Co. Galway",2016,Euro,"55,538.00",LISCANANAUN,1,CO. GALWAY,GALWAY
Household median gross income,"058 Lisín an Bhealaigh, Co. Galway",2016,Euro,"62,994.00",LISÍN AN BHEALAIGH,1,CO. GALWAY,GALWAY
Household median gross income,"059 Maigh Cuilinn, Co. Galway",2016,Euro,"56,387.00",MAIGH CUILINN,1,CO. GALWAY,GALWAY
Household median gross income,"060 Oranmore, Co. Galway",2016,Euro,"56,625.00",ORANMORE,1,CO. GALWAY,GALWAY
Household median gross income,"061 Sailearna, Co. Galway",2016,Euro,"41,795.00",SAILEARNA,1,CO. GALWAY,GALWAY
Household median gross income,"062 Sliabh an Aonaigh, Co. Galway",2016,Euro,"51,019.00",SLIABH AN AONAIGH,1,CO. GALWAY,GALWAY
Household median gross income,"063 An Spidéal, Co. Galway",2016,Euro,"46,971.00",AN SPIDÉAL,1,CO. GALWAY,GALWAY
Household median gross income,"064 Stradbally, Co. Galway",2016,Euro,"61,486.00",STRADBALLY,1,CO. GALWAY,GALWAY
Household median gross income,"065 Tulaigh Mhic Aodháin, Co. Galway",2016,Euro,"58,347.00",TULAIGH MHIC AODHÁIN,1,CO. GALWAY,GALWAY
Household median gross income,"066 Ballinastack, Co. Galway",2016,Euro,"30,589.00",BALLINASTACK,1,CO. GALWAY,GALWAY
Household median gross income,"067 Ballymoe, Co. Galway",2016,Euro,"34,604.00",BALLYMOE,1,CO. GALWAY,GALWAY
Household median gross income,"068 Ballynakill, Co. Galway",2016,Euro,"42,652.00",BALLYNAKILL,3,CO. GALWAY,GALWAY
Household median gross income,"069 Boyounagh, Co. Galway",2016,Euro,"34,922.00",BOYOUNAGH,1,CO. GALWAY,GALWAY
Household median gross income,"070 Creggs, Co. Galway",2016,Euro,"38,961.00",CREGGS,1,CO. GALWAY,GALWAY
Household median gross income,"071 Curraghmore, Co. Galway",2016,Euro,"42,943.00",CURRAGHMORE,1,CO. GALWAY,GALWAY
Household median gross income,"072 Glennamaddy, Co. Galway",2016,Euro,"30,664.00",GLENNAMADDY,1,CO. GALWAY,GALWAY
Household median gross income,"073 Island, Co. Galway",2016,Euro,"29,223.00",ISLAND,1,CO. GALWAY,GALWAY
Household median gross income,"074 Kilcroan, Co. Galway",2016,Euro,"37,061.00",KILCROAN,1,CO. GALWAY,GALWAY
Household median gross income,"075 Kiltullagh, Co. Galway",2016,Euro,"36,517.00",KILTULLAGH,2,CO. GALWAY,GALWAY
Household median gross income,"076 Raheen, Co. Galway",2016,Euro,"27,523.00",RAHEEN,1,CO. GALWAY,GALWAY
Household median gross income,"077 Scregg, Co. Galway",2016,Euro,"45,957.00",SCREGG,1,CO. GALWAY,GALWAY
Household median gross income,"078 Shankill, Co. Galway",2016,Euro,"32,158.00",SHANKILL,1,CO. GALWAY,GALWAY
Household median gross income,"079 Templetogher, Co. Galway",2016,Euro,"36,670.00",TEMPLETOGHER,1,CO. GALWAY,GALWAY
Household median gross income,"080 Toberroe, Co. Galway",2016,Euro,"33,636.00",TOBERROE,1,CO. GALWAY,GALWAY
Household median gross income,"081 Ardamullivan, Co. Galway",2016,Euro,"41,238.00",ARDAMULLIVAN,1,CO. GALWAY,GALWAY
Household median gross income,"082 Ardrahan, Co. Galway",2016,Euro,"45,715.00",ARDRAHAN,1,CO. GALWAY,GALWAY
Household median gross income,"083 Ballycahalan, Co. Galway",2016,Euro,"36,592.00",BALLYCAHALAN,1,CO. GALWAY,GALWAY
Household median gross income,"084 Beagh, Co. Galway",2016,Euro,"40,014.00",BEAGH,1,CO. GALWAY,GALWAY
Household median gross income,"085 Cahermore, Co. Galway",2016,Euro,"53,815.00",CAHERMORE,1,CO. GALWAY,GALWAY
Household median gross income,"086 Cappard, Co. Galway",2016,Euro,"38,832.00",CAPPARD,1,CO. GALWAY,GALWAY
Household median gross income,"087 Castletaylor, Co. Galway",2016,Euro,"65,789.00",CASTLETAYLOR,1,CO. GALWAY,GALWAY
Household median gross income,"088 Doorus, Co. Galway",2016,Euro,"50,379.00",DOORUS,1,CO. GALWAY,GALWAY
Household median gross income,"089 Drumacoo, Co. Galway",2016,Euro,"54,452.00",DRUMACOO,1,CO. GALWAY,GALWAY
Household median gross income,"090 Gort, Co. Galway",2016,Euro,"32,152.00",GORT,1,CO. GALWAY,GALWAY
Household median gross income,"091 Kilbeacanty, Co. Galway",2016,Euro,"44,114.00",KILBEACANTY,1,CO. GALWAY,GALWAY
Household median gross income,"092 Killeely, Co. Galway",2016,Euro,"64,526.00",KILLEELY,1,CO. GALWAY,GALWAY
Household median gross income,"093 Killeenavarra, Co. Galway",2016,Euro,"65,090.00",KILLEENAVARRA,1,CO. GALWAY,GALWAY
Household median gross income,"094 Killinny, Co. Galway",2016,Euro,"51,591.00",KILLINNY,1,CO. GALWAY,GALWAY
Household median gross income,"095 Kiltartan, Co. Galway",2016,Euro,"49,159.00",KILTARTAN,1,CO. GALWAY,GALWAY
Household median gross income,"096 Kilthomas, Co. Galway",2016,Euro,"35,365.00",KILTHOMAS,1,CO. GALWAY,GALWAY
Household median gross income,"097 Kinvarra, Co. Galway",2016,Euro,"52,936.00",KINVARRA,1,CO. GALWAY,GALWAY
Household median gross income,"098 Rahasane, Co. Galway",2016,Euro,"61,060.00",RAHASANE,1,CO. GALWAY,GALWAY
Household median gross income,"099 Skehanagh, Co. Galway",2016,Euro,"48,466.00",SKEHANAGH,1,CO. GALWAY,GALWAY
Household median gross income,"100 Aille, Co. Galway",2016,Euro,"46,961.00",AILLE,1,CO. GALWAY,GALWAY
Household median gross income,"101 Athenry, Co. Galway",2016,Euro,"45,137.00",ATHENRY,1,CO. GALWAY,GALWAY
Household median gross income,"102 Ballynagar, Co. Galway",2016,Euro,"29,168.00",BALLYNAGAR,1,CO. GALWAY,GALWAY
Household median gross income,"103 Bracklagh, Co. Galway",2016,Euro,"43,910.00",BRACKLAGH,1,CO. GALWAY,GALWAY
Household median gross income,"104 Bullaun, Co. Galway",2016,Euro,"56,315.00",BULLAUN,1,CO. GALWAY,GALWAY
Household median gross income,"105 Cappalusk, Co. Galway",2016,Euro,"53,542.00",CAPPALUSK,1,CO. GALWAY,GALWAY
Household median gross income,"106 Castleboy, Co. Galway",2016,Euro,"43,143.00",CASTLEBOY,1,CO. GALWAY,GALWAY
Household median gross income,"107 Cloonkeen, Co. Galway",2016,Euro,"49,958.00",CLOONKEEN,3,CO. GALWAY,GALWAY
Household median gross income,"108 Colmanstown, Co. Galway",2016,Euro,"53,687.00",COLMANSTOWN,1,CO. GALWAY,GALWAY
Household median gross income,"109 Craughwell, Co. Galway",2016,Euro,"58,475.00",CRAUGHWELL,1,CO. GALWAY,GALWAY
Household median gross income,"110 Derrylaur, Co. Galway",2016,Euro,"32,947.00",DERRYLAUR,1,CO. GALWAY,GALWAY
Household median gross income,"111 Drumkeary, Co. Galway",2016,Euro,"44,680.00",DRUMKEARY,1,CO. GALWAY,GALWAY
Household median gross income,"112 Graigabbey, Co. Galway",2016,Euro,"55,050.00",GRAIGABBEY,1,CO. GALWAY,GALWAY
Household median gross income,"113 Grange, Co. Galway",2016,Euro,"51,790.00",GRANGE,1,CO. GALWAY,GALWAY
Household median gross income,"114 Greethill, Co. Galway",2016,Euro,"62,876.00",GREETHILL,1,CO. GALWAY,GALWAY
Household median gross income,"115 Kilchreest, Co. Galway",2016,Euro,"45,271.00",KILCHREEST,1,CO. GALWAY,GALWAY
Household median gross income,"116 Kilconickny, Co. Galway",2016,Euro,"54,025.00",KILCONICKNY,1,CO. GALWAY,GALWAY
Household median gross income,"117 Kilconierin, Co. Galway",2016,Euro,"53,560.00",KILCONIERIN,1,CO. GALWAY,GALWAY
Household median gross income,"118 Killimor, Co. Galway",2016,Euro,"48,438.00",KILLIMOR,2,CO. GALWAY,GALWAY
Household median gross income,"119 Killogilleen, Co. Galway",2016,Euro,"58,860.00",KILLOGILLEEN,1,CO. GALWAY,GALWAY
Household median gross income,"120 Kilmeen, Co. Galway",2016,Euro,"51,586.00",KILMEEN,1,CO. GALWAY,GALWAY
Household median gross income,"121 Kilreekill, Co. Galway",2016,Euro,"55,640.00",KILREEKILL,1,CO. GALWAY,GALWAY
Household median gross income,"122 Kilteskill, Co. Galway",2016,Euro,"54,820.00",KILTESKILL,1,CO. GALWAY,GALWAY
Household median gross income,"123 Kiltullagh, Co. Galway",2016,Euro,"57,865.00",KILTULLAGH,2,CO. GALWAY,GALWAY
Household median gross income,"124 Lackalea, Co. Galway",2016,Euro,"60,192.00",LACKALEA,1,CO. GALWAY,GALWAY
Household median gross income,"125 Leitrim, Co. Galway",2016,Euro,"51,361.00",LEITRIM,1,CO. GALWAY,GALWAY
Household median gross income,"127 Loughrea Rural, Co. Galway",2016,Euro,"50,667.00",LOUGHREA RURAL,1,CO. GALWAY,GALWAY
Household median gross income,"128 Loughrea Urban, Co. Galway",2016,Euro,"36,084.00",LOUGHREA URBAN,1,CO. GALWAY,GALWAY
Household median gross income,999 Marblehill / Loughatorick,2016,Euro,"37,132.00",MARBLEHILL / LOUGHATORICK,1,Co. Galway,Galway
Household median gross income,"130 Mountain, Co. Galway",2016,Euro,"51,239.00",MOUNTAIN,1,CO. GALWAY,GALWAY
Household median gross income,"131 Movode, Co. Galway",2016,Euro,"44,906.00",MOVODE,1,CO. GALWAY,GALWAY
Household median gross income,"132 Raford, Co. Galway",2016,Euro,"46,703.00",RAFORD,1,CO. GALWAY,GALWAY
Household median gross income,"133 Tiaquin, Co. Galway",2016,Euro,"55,019.00",TIAQUIN,1,CO. GALWAY,GALWAY
Household median gross income,"134 Woodford, Co. Galway",2016,Euro,"33,942.00",WOODFORD,1,CO. GALWAY,GALWAY
Household median gross income,"135 Annagh, Co. Galway",2016,Euro,"43,249.00",ANNAGH,1,CO. GALWAY,GALWAY
Household median gross income,"136 Ballynakill, Co. Galway",2016,Euro,"43,492.00",BALLYNAKILL,3,CO. GALWAY,GALWAY
Household median gross income,"137 Caltra, Co. Galway",2016,Euro,"47,184.00",CALTRA,1,CO. GALWAY,GALWAY
Household median gross income,"138 Castleblakeney, Co. Galway",2016,Euro,"44,604.00",CASTLEBLAKENEY,1,CO. GALWAY,GALWAY
Household median gross income,"139 Castleffrench, Co. Galway",2016,Euro,"42,852.00",CASTLEFFRENCH,1,CO. GALWAY,GALWAY
Household median gross income,"140 Clonbrock, Co. Galway",2016,Euro,"48,921.00",CLONBROCK,1,CO. GALWAY,GALWAY
Household median gross income,"141 Cloonkeen, Co. Galway",2016,Euro,"34,552.00",CLOONKEEN,3,CO. GALWAY,GALWAY
Household median gross income,"142 Cooloo, Co. Galway",2016,Euro,"51,034.00",COOLOO,1,CO. GALWAY,GALWAY
Household median gross income,"143 Derryglassaun, Co. Galway",2016,Euro,"46,078.00",DERRYGLASSAUN,1,CO. GALWAY,GALWAY
Household median gross income,"144 Killeroran, Co. Galway",2016,Euro,"40,134.00",KILLERORAN,1,CO. GALWAY,GALWAY
Household median gross income,"145 Killian, Co. Galway",2016,Euro,"37,964.00",KILLIAN,1,CO. GALWAY,GALWAY
Household median gross income,"146 Mount Bellew, Co. Galway",2016,Euro,"47,181.00",MOUNT BELLEW,1,CO. GALWAY,GALWAY
Household median gross income,"147 Mounthazel, Co. Galway",2016,Euro,"40,544.00",MOUNTHAZEL,1,CO. GALWAY,GALWAY
Household median gross income,"148 Taghboy, Co. Galway",2016,Euro,"58,335.00",TAGHBOY,1,CO. GALWAY,GALWAY
Household median gross income,"149 Camas, Co. Galway",2016,Euro,"30,554.00",CAMAS,1,CO. GALWAY,GALWAY
Household median gross income,"150 An Fhairche, Co. Galway",2016,Euro,"37,683.00",AN FHAIRCHE,1,CO. GALWAY,GALWAY
Household median gross income,"151 Conga, Co. Galway",2016,Euro,"36,034.00",CONGA,1,CO. GALWAY,GALWAY
Household median gross income,"152 An Crompán, Co. Galway",2016,Euro,"32,629.00",AN CROMPÁN,1,CO. GALWAY,GALWAY
Household median gross income,"153 An Chorr, Co. Galway",2016,Euro,"45,646.00",AN CHORR,1,CO. GALWAY,GALWAY
Household median gross income,"154 Garmna, Co. Galway",2016,Euro,"26,410.00",GARMNA,1,CO. GALWAY,GALWAY
Household median gross income,"155 Cill Chuimín, Co. Galway",2016,Euro,"42,615.00",CILL CHUIMÍN,1,CO. GALWAY,GALWAY
Household median gross income,"156 Leitir Breacáin, Co. Galway",2016,Euro,"38,835.00",LEITIR BREACÁIN,1,CO. GALWAY,GALWAY
Household median gross income,"157 Letterfore, Co. Galway",2016,Euro,"38,255.00",LETTERFORE,1,CO. GALWAY,GALWAY
Household median gross income,"158 Leitir Móir, Co. Galway",2016,Euro,"28,934.00",LEITIR MÓIR,1,CO. GALWAY,GALWAY
Household median gross income,"159 Oughterard, Co. Galway",2016,Euro,"38,920.00",OUGHTERARD,1,CO. GALWAY,GALWAY
Household median gross income,"160 An Ros, Co. Galway",2016,Euro,"36,745.00",AN ROS,1,CO. GALWAY,GALWAY
Household median gross income,"161 An Turlach, Co. Galway",2016,Euro,"28,637.00",AN TURLACH,1,CO. GALWAY,GALWAY
Household median gross income,"162 Wormhole, Co. Galway",2016,Euro,"54,316.00",WORMHOLE,1,CO. GALWAY,GALWAY
Household median gross income,"163 Abbeyville, Co. Galway",2016,Euro,"37,231.00",ABBEYVILLE,1,CO. GALWAY,GALWAY
Household median gross income,"164 Ballyglass, Co. Galway",2016,Euro,"48,443.00",BALLYGLASS,1,CO. GALWAY,GALWAY
Household median gross income,"165 Coos, Co. Galway",2016,Euro,"23,725.00",COOS,1,CO. GALWAY,GALWAY
Household median gross income,"166 Derrew, Co. Galway",2016,Euro,"46,747.00",DERREW,1,CO. GALWAY,GALWAY
Household median gross income,"167 Drummin, Co. Galway",2016,Euro,"45,715.00",DRUMMIN,1,CO. GALWAY,GALWAY
Household median gross income,"168 Eyrecourt, Co. Galway",2016,Euro,"31,484.00",EYRECOURT,1,CO. GALWAY,GALWAY
Household median gross income,"169 Killimor, Co. Galway",2016,Euro,"37,700.00",KILLIMOR,2,CO. GALWAY,GALWAY
Household median gross income,"170 Kilmalinoge, Co. Galway",2016,Euro,"45,909.00",KILMALINOGE,1,CO. GALWAY,GALWAY
Household median gross income,"171 Kilquain, Co. Galway",2016,Euro,"40,554.00",KILQUAIN,1,CO. GALWAY,GALWAY
Household median gross income,"172 Meelick, Co. Galway",2016,Euro,"42,697.00",MEELICK,1,CO. GALWAY,GALWAY
Household median gross income,"173 Moat, Co. Galway",2016,Euro,"41,174.00",MOAT,1,CO. GALWAY,GALWAY
Household median gross income,"174 Pallas, Co. Galway",2016,Euro,"37,924.00",PALLAS,1,CO. GALWAY,GALWAY
Household median gross income,"175 Portumna, Co. Galway",2016,Euro,"32,246.00",PORTUMNA,1,CO. GALWAY,GALWAY
Household median gross income,"176 Tiranascragh, Co. Galway",2016,Euro,"36,317.00",TIRANASCRAGH,1,CO. GALWAY,GALWAY
Household median gross income,"177 Tynagh, Co. Galway",2016,Euro,"37,493.00",TYNAGH,1,CO. GALWAY,GALWAY
Household median gross income,"178 Abbey East, Co. Galway",2016,Euro,"46,689.00",ABBEY EAST,1,CO. GALWAY,GALWAY
Household median gross income,"179 Abbey West, Co. Galway",2016,Euro,"51,120.00",ABBEY WEST,1,CO. GALWAY,GALWAY
Household median gross income,"180 Addergoole, Co. Galway",2016,Euro,"33,111.00",ADDERGOOLE,1,CO. GALWAY,GALWAY
Household median gross income,"181 Annaghdown, Co. Galway",2016,Euro,"50,348.00",ANNAGHDOWN,1,CO. GALWAY,GALWAY
Household median gross income,"182 Ballinderry, Co. Galway",2016,Euro,"55,728.00",BALLINDERRY,1,CO. GALWAY,GALWAY
Household median gross income,"183 Ballinduff, Co. Galway",2016,Euro,"52,069.00",BALLINDUFF,1,CO. GALWAY,GALWAY
Household median gross income,"184 Ballynapark, Co. Galway",2016,Euro,"49,297.00",BALLYNAPARK,1,CO. GALWAY,GALWAY
Household median gross income,"185 Beaghmore, Co. Galway",2016,Euro,"41,242.00",BEAGHMORE,1,CO. GALWAY,GALWAY
Household median gross income,"186 Belclare, Co. Galway",2016,Euro,"52,720.00",BELCLARE,1,CO. GALWAY,GALWAY
Household median gross income,"187 Carrownagur, Co. Galway",2016,Euro,"45,910.00",CARROWNAGUR,1,CO. GALWAY,GALWAY
Household median gross income,"188 Carrowrevagh, Co. Galway",2016,Euro,"45,667.00",CARROWREVAGH,1,CO. GALWAY,GALWAY
Household median gross income,"189 Claretuam, Co. Galway",2016,Euro,"52,342.00",CLARETUAM,1,CO. GALWAY,GALWAY
Household median gross income,"190 Clonbern, Co. Galway",2016,Euro,"44,734.00",CLONBERN,1,CO. GALWAY,GALWAY
Household median gross income,"191 Cloonkeen, Co. Galway",2016,Euro,"34,419.00",CLOONKEEN,3,CO. GALWAY,GALWAY
Household median gross income,"192 Cummer, Co. Galway",2016,Euro,"58,535.00",CUMMER,1,CO. GALWAY,GALWAY
Household median gross income,"193 Donaghpatrick, Co. Galway",2016,Euro,"43,304.00",DONAGHPATRICK,1,CO. GALWAY,GALWAY
Household median gross income,"194 Doonbally, Co. Galway",2016,Euro,"42,962.00",DOONBALLY,1,CO. GALWAY,GALWAY
Household median gross income,"195 Dunmore North, Co. Galway",2016,Euro,"40,025.00",DUNMORE NORTH,1,CO. GALWAY,GALWAY
Household median gross income,"196 Dunmore South, Co. Galway",2016,Euro,"33,425.00",DUNMORE SOUTH,1,CO. GALWAY,GALWAY
Household median gross income,"197 Foxhall, Co. Galway",2016,Euro,"42,585.00",FOXHALL,1,CO. GALWAY,GALWAY
Household median gross income,"198 Headford, Co. Galway",2016,Euro,"41,824.00",HEADFORD,1,CO. GALWAY,GALWAY
Household median gross income,"199 Hillsbrook, Co. Galway",2016,Euro,"49,762.00",HILLSBROOK,1,CO. GALWAY,GALWAY
Household median gross income,"200 Kilbennan, Co. Galway",2016,Euro,"39,349.00",KILBENNAN,1,CO. GALWAY,GALWAY
Household median gross income,"201 Kilcoona, Co. Galway",2016,Euro,"52,111.00",KILCOONA,1,CO. GALWAY,GALWAY
Household median gross income,"202 Killeany, Co. Galway",2016,Euro,"49,846.00",KILLEANY,1,CO. GALWAY,GALWAY
Household median gross income,"203 Killeen, Co. Galway",2016,Euro,"57,833.00",KILLEEN,1,CO. GALWAY,GALWAY
Household median gross income,"204 Killererin, Co. Galway",2016,Euro,"55,019.00",KILLERERIN,1,CO. GALWAY,GALWAY
Household median gross income,"205 Killower, Co. Galway",2016,Euro,"54,673.00",KILLOWER,1,CO. GALWAY,GALWAY
Household median gross income,"206 Killursa, Co. Galway",2016,Euro,"43,173.00",KILLURSA,1,CO. GALWAY,GALWAY
Household median gross income,"207 Kilmoylan, Co. Galway",2016,Euro,"52,115.00",KILMOYLAN,1,CO. GALWAY,GALWAY
Household median gross income,"208 Kilshanvy, Co. Galway",2016,Euro,"42,143.00",KILSHANVY,1,CO. GALWAY,GALWAY
Household median gross income,"209 Levally, Co. Galway",2016,Euro,"40,425.00",LEVALLY,1,CO. GALWAY,GALWAY
Household median gross income,"210 Milltown, Co. Galway",2016,Euro,"39,407.00",MILLTOWN,1,CO. GALWAY,GALWAY
Household median gross income,"211 Monivea, Co. Galway",2016,Euro,"51,536.00",MONIVEA,1,CO. GALWAY,GALWAY
Household median gross income,"212 Moyne, Co. Galway",2016,Euro,"48,205.00",MOYNE,1,CO. GALWAY,GALWAY
Household median gross income,"213 Ryehill, Co. Galway",2016,Euro,"52,384.00",RYEHILL,1,CO. GALWAY,GALWAY
Household median gross income,"214 Toberadosh, Co. Galway",2016,Euro,"31,774.00",TOBERADOSH,1,CO. GALWAY,GALWAY
Household median gross income,"215 Tuam Rural, Co. Galway",2016,Euro,"39,630.00",TUAM RURAL,1,CO. GALWAY,GALWAY
